"0","# overall task completion time"
"0","overview(data, 'time_minutes')"
"1","  [1]"
"1"," 4.3082892"
"1"," 4.6295733"
"1"," 2.1380663"
"1"," 2.0479175"
"1"," 2.1326985"
"1"," 1.8974074"
"1"," 6.0001084"
"1"," 4.3236923"
"1"," 2.9118954"
"1"," 6.6858527"
"1"," 2.4140961"
"1"," 1.4031177"
"1","
"
"1"," [13]"
"1"," 1.3305525"
"1"," 3.1056721"
"1"," 4.4841223"
"1"," 2.7257047"
"1"," 0.7760522"
"1"," 1.9680284"
"1"," 1.8275540"
"1"," 3.0709249"
"1"," 1.7713770"
"1"," 2.4023483"
"1"," 2.3207587"
"1"," 1.7485027"
"1","
"
"1"," [25]"
"1"," 3.1820559"
"1"," 2.2500884"
"1"," 2.8500962"
"1"," 1.3703050"
"1"," 1.5644429"
"1"," 1.3471716"
"1"," 3.0241788"
"1"," 5.4358646"
"1"," 6.4180017"
"1"," 5.6051342"
"1"," 7.7019096"
"1"," 8.5162159"
"1","
"
"1"," [37]"
"1"," 9.2514271"
"1"," 1.4647852"
"1"," 5.7983056"
"1"," 3.1389023"
"1"," 0.9648202"
"1"," 2.1922409"
"1"," 2.0025983"
"1"," 1.1390853"
"1"," 0.5833582"
"1"," 1.8879500"
"1"," 1.5264984"
"1"," 0.5653265"
"1","
"
"1"," [49]"
"1"," 7.0947896"
"1"," 5.1083626"
"1"," 5.7733354"
"1"," 7.0523745"
"1"," 6.7932836"
"1"," 4.0720967"
"1"," 3.9309816"
"1"," 2.9352171"
"1"," 4.9374940"
"1"," 1.2722901"
"1"," 2.1825094"
"1"," 2.8625006"
"1","
"
"1"," [61]"
"1"," 1.9198304"
"1"," 1.3249030"
"1"," 1.9911799"
"1"," 1.7557199"
"1"," 0.9685789"
"1"," 1.1654752"
"1"," 2.1313599"
"1"," 3.8321765"
"1"," 2.3100777"
"1"," 1.4067007"
"1"," 3.5942965"
"1"," 3.2204025"
"1","
"
"1"," [73]"
"1"," 1.7202366"
"1"," 2.2386463"
"1"," 1.7749482"
"1"," 1.9821437"
"1"," 0.7392637"
"1"," 1.3610291"
"1"," 4.8345770"
"1"," 3.6474206"
"1"," 1.6238154"
"1"," 4.9224835"
"1"," 2.2331679"
"1"," 1.0750442"
"1","
"
"1"," [85]"
"1"," 2.6792267"
"1"," 3.1959936"
"1"," 2.8410897"
"1"," 2.0859460"
"1"," 2.4135067"
"1"," 1.7421333"
"1"," 3.9936317"
"1"," 2.2866064"
"1"," 2.8277910"
"1"," 4.4855097"
"1"," 3.3551286"
"1"," 3.9066391"
"1","
"
"1"," [97]"
"1"," 1.6873263"
"1"," 2.4899020"
"1"," 2.8713938"
"1"," 2.1083605"
"1"," 1.5946986"
"1"," 1.7645613"
"1"," 6.5178410"
"1"," 4.4884198"
"1"," 3.2204267"
"1"," 3.5470000"
"1"," 4.3616378"
"1"," 1.8827168"
"1","
"
