"0","overview(data, 'time', filter_by_method=2)"
"1"," [1]"
"1"," 128.28398"
"1"," 113.84445"
"1"," 259.42154"
"1"," 144.84576"
"1"," 269.04734"
"1"," 118.08170"
"1"," 109.65324"
"1"," 144.14090"
"1"," 135.00530"
"1","  93.86657"
"1"," 385.08010"
"1"," 510.97296"
"1"," 555.08563"
"1","
"
"1","[14]"
"1"," 188.33414"
"1","  68.34512"
"1","  91.58990"
"1"," 346.40013"
"1"," 244.32580"
"1"," 235.85890"
"1","  76.33741"
"1","  79.49418"
"1","  58.11474"
"1"," 138.60466"
"1"," 193.22415"
"1"," 103.21420"
"1"," 118.92862"
"1","
"
"1","[27]"
"1"," 218.84523"
"1"," 133.99007"
"1"," 170.46538"
"1"," 104.52800"
"1"," 239.61790"
"1"," 269.13058"
"1"," 101.23958"
"1"," 126.50163"
"1"," 269.30519"
"1"," 261.69827"
"1","
"
