Time;Perf_Time;Action
12:50:17;3281303.035059291;H
12:50:17;3281303.290451267;e
12:50:17;3281303.494432343;y
12:50:17;3281303.632773737;SPACE
12:50:19;3281305.674629841;BACK
12:50:22;3281308.317785655;SPACE
12:50:22;3281308.813488767;m
12:50:22;3281308.95716303;y
12:50:23;3281309.075734069;SPACE
12:50:23;3281309.283545322;f
12:50:23;3281309.481098594;r
12:50:23;3281309.641167828;i
12:50:23;3281309.772837567;e
12:50:24;3281310.015558784;n
12:50:24;3281310.156867715;d
12:50:26;3281312.201826709;
12:50:29;3281315.833376606;.
12:50:30;3281316.145867523;SPACE
12:50:30;3281316.463795755;I
12:50:30;3281316.999852015;SPACE
12:50:31;3281317.801702945;w
12:50:31;3281317.999852545;a
12:50:32;3281318.118538951;n
12:50:32;3281318.276741715;t
12:50:32;3281318.382811424;SPACE
12:50:32;3281318.62407601;t
12:50:32;3281318.709669681;o
12:50:32;3281318.914106417;SPACE
12:50:33;3281319.184339667;w
12:50:33;3281319.293207874;i
12:50:33;3281319.718203046;s
12:50:33;3281319.787901663;h
12:50:34;3281320.018123834;SPACE
12:50:34;3281320.229865188;a
12:50:34;3281320.234131497;BACK
12:50:34;3281320.239166587;BACK
12:50:34;3281320.248905496;wish a
12:50:34;3281320.65366995;BACK
12:50:34;3281320.785507283;y
12:50:34;3281320.915265123;o
12:50:35;3281321.1076963;u
12:50:37;3281323.127315129;
12:50:41;3281327.989896762; a happy birthday.\n\nIt's
12:50:46;3281332.096612031; an amazing birthday and we've made a lot of memories this
12:50:49;3281335.54517091; year.\n\nWe'll
12:50:53;3281339.473047025; always cherish every moment together.\n\nSo
12:50:55;3281341.592211776; let's do this again next year.\n\nHappy
12:50:59;3281345.104105547; Birthday, brother.\n\nHappy
12:51:03;3281349.684802854;
12:51:05;3281351.838451089;BACK
12:51:05;3281351.864511448;BACK
12:51:05;3281351.916401398;BACK
12:51:06;3281352.214550907;BACK
12:51:06;3281352.42481486;BACK
12:51:08;3281354.449181724;
12:51:12;3281358.311917979; \nYou're a lucky man.\n\nHappy
12:51:14;3281360.358271766;BACK
12:51:14;3281360.392493927;BACK
12:51:14;3281360.437920528;BACK
12:51:14;3281360.489903851;BACK
12:51:14;3281360.759202401;BACK
12:51:15;3281361.104824679;BACK
12:51:15;3281361.595975973;BACK
