Time;Perf_Time;Action
12:27:07;3884713.56688512;L
12:27:07;3884713.966269885;a
12:27:08;3884714.402403478;s
12:27:08;3884714.692057239;t
12:27:08;3884714.966432351;SPACE
12:27:09;3884715.32730771;w
12:27:09;3884715.566787016;e
12:27:09;3884715.77005341;e
12:27:10;3884716.215015912;k
12:27:10;3884716.435290173;SPACE
12:27:11;3884717.161295151;I
12:27:11;3884717.415854254;SPACE
12:27:11;3884717.938733754;w
12:27:12;3884718.156920685;n
12:27:12;3884718.53896467;t
12:27:12;3884718.707682778;SPACE
12:27:12;3884718.977518029;t
12:27:13;3884719.20878098;o
12:27:13;3884719.450162463;SPACE
12:27:15;3884721.450861309;BACK
12:27:18;3884724.190567475;e
12:27:19;3884725.46615275;SPACE
12:27:21;3884727.472886176;BACK
12:27:26;3884732.961102549;SPACE
12:27:27;3884733.425770967;P
12:27:27;3884733.831979288;o
12:27:28;3884734.248542473;r
12:27:28;3884734.523066016;t
12:27:28;3884734.754260098;u
12:27:29;3884735.154002668;g
12:27:29;3884735.404080818;a
12:27:29;3884735.754212161;l
12:27:30;3884736.188805781;.
12:27:32;3884738.196871899;
12:27:39;3884745.929708377; For me, it was the first time since 2012 that I
12:27:42;3884748.727322353;BACK
12:27:44;3884750.734088032;
12:27:47;3884753.848610688;1
12:27:48;3884754.274315147;9
12:27:50;3884756.282535311;
12:27:56;3884762.695948635;
12:28:00;3884766.990219111;
12:28:11;3884777.805174352;SPACE
12:28:12;3884778.742731666;h
12:28:12;3884778.91977049;a
12:28:13;3884779.274015084;d
12:28:13;3884779.632931166;SPACE
12:28:14;3884780.045260061;a
12:28:16;3884782.050236646;
12:28:25;3884791.990182741; chance to experience something other than the United States.
12:28:33;3884799.865451171; Portugal was really special and unique and I felt like a part
12:28:38;3884804.83336971; of something that I've never experienced before.
12:28:42;3884808.766695048;SPACE
12:28:44;3884810.499115879;W
12:28:45;3884811.395130499;BACK
12:28:45;3884811.979631491;I
12:28:46;3884812.23156497;SPACE
12:28:46;3884812.792958416;w
12:28:47;3884813.095533243;e
12:28:47;3884813.32435548;n
12:28:47;3884813.613793771;t
12:28:47;3884813.786609208;SPACE
12:28:48;3884814.142994609;t
12:28:48;3884814.376437366;o
12:28:48;3884814.620080394;SPACE
12:28:49;3884815.173380212;t
12:28:49;3884815.385063575;h
12:28:49;3884815.553872981;e
12:28:51;3884817.557864213;
12:28:57;3884823.271758452; beach and saw a different world.
